"CChny_HanyouUniqueKey","CChny_HanyouCodeKey","CChny_Sort","CChny_HanyouCodeValue","CChny_HanyouCodeNaiyou","CChny_HanyouCodeSetumei"
"R_APRVLCDTRSN05","R_APRVLCDTRSN",5,"05","その他の理由","その他の理由"
"R_ASSUMEBANK1","R_ASSUMEBANK",1,"1","京銀","京銀"
"R_ASSUMEBANK2","R_ASSUMEBANK",2,"2","京信","京信"
"R_ASSUMEBANK3","R_ASSUMEBANK",3,"3","滋賀","滋賀"
"R_ASSUMEBANK4","R_ASSUMEBANK",4,"4","南都","南都"
"R_ASSUMEBANK5","R_ASSUMEBANK",5,"5","三菱UFJ","三菱UFJ"
"R_ASSUMEBANK6","R_ASSUMEBANK",6,"6","みずほ","みずほ"
"R_ASSUMEBANK7","R_ASSUMEBANK",7,"7","その他","その他"
"R_AUTHRSN1001","R_AUTHRSN",1,"1001","申請店舗種別","申請店舗種別"
"R_AUTHRSN1002","R_AUTHRSN",2,"1002","口座店舗種別","口座店舗種別"
"R_AUTHRSN1101","R_AUTHRSN",3,"1101","外為与信預担","外為与信預担"
"R_AUTHRSN1301","R_AUTHRSN",4,"1301","第一回不渡","第一回不渡"
"R_AUTHRSN1302","R_AUTHRSN",5,"1302","本部信用情報","本部信用情報"
"R_AUTHRSN1303","R_AUTHRSN",6,"1303","本部信用情報","本部信用情報"
"R_AUTHRSN1304","R_AUTHRSN",7,"1304","割手不渡残高","割手不渡残高"
"R_AUTHRSN1305","R_AUTHRSN",8,"1305","延滞","延滞"
"R_AUTHRSN1306","R_AUTHRSN",9,"1306","担保条件　預金担保あ","担保条件　預金担保あり"
"R_AUTHRSN1307","R_AUTHRSN",10,"1307","預金担保","預金担保"
"R_AUTHRSN1308","R_AUTHRSN",11,"1308","担保条件　不動産根減","担保条件　不動産根減額"
"R_AUTHRSN1309","R_AUTHRSN",12,"1309","保証会社　全国保証（","保証会社　全国保証（株）"
"R_AUTHRSN1310","R_AUTHRSN",13,"1310","条件変更　変動金利か","条件変更　変動金利から固定金利選択型へ"
"R_AUTHRSN1311","R_AUTHRSN",14,"1311","割引手形　手形期日2","割引手形　手形期日240日以上"
"R_AUTHRSN1312","R_AUTHRSN",15,"1312","極度稟議","極度稟議"
"R_AUTHRSN1313","R_AUTHRSN",16,"1313","消費性ローンセンター","消費性ローンセンター"
"R_AUTHRSN1314","R_AUTHRSN",17,"1314","後順位預担あり","後順位預担あり"
"R_AUTHRSN1315","R_AUTHRSN",105,"1315","でんさい割引","でんさい割引"
"R_AUTHRSN1316","R_AUTHRSN",106,"1316","動産債権担保","動産債権担保"
"R_AUTHRSN1317","R_AUTHRSN",141,"1317","取組方針書作成先","取組方針書作成先"
"R_AUTHRSN1501","R_AUTHRSN",18,"1501","商品権限区分","商品権限区分"
"R_AUTHRSN1502","R_AUTHRSN",19,"1502","商品権限区分","商品権限区分"
"R_AUTHRSN1503","R_AUTHRSN",20,"1503","商品権限区分","商品権限区分"
"R_AUTHRSN1504","R_AUTHRSN",21,"1504","商品権限区分","商品権限区分"
"R_AUTHRSN1601","R_AUTHRSN",22,"1601","協会負担金方式","協会負担金方式"
"R_AUTHRSN1602","R_AUTHRSN",23,"1602","協会保証流用","協会保証流用"
"R_AUTHRSN1603","R_AUTHRSN",24,"1603","協会保証制度融資","協会保証制度融資"
"R_AUTHRSN1604","R_AUTHRSN",25,"1604","協会低金利　利率","協会低金利　利率"
"R_AUTHRSN1605","R_AUTHRSN",26,"1605","協会低金利　利率","協会低金利　利率"
"R_AUTHRSN1606","R_AUTHRSN",27,"1606","協会１年　利率","協会１年　利率"
"R_AUTHRSN1607","R_AUTHRSN",28,"1607","協会１年　利率","協会１年　利率"
"R_AUTHRSN1608","R_AUTHRSN",29,"1608","協会１年超　固定","協会１年超　固定"
"R_AUTHRSN1609","R_AUTHRSN",30,"1609","協会１年超　変動利幅","協会１年超　変動利幅"
"R_AUTHRSN1610","R_AUTHRSN",31,"1610","協会１年超　変動利幅","協会１年超　変動利幅"
"R_AUTHRSN1611","R_AUTHRSN",32,"1611","案件利率　府市制度利","案件利率　府市制度利率"
"R_AUTHRSN1612","R_AUTHRSN",33,"1612","案件利率　府市制度利","案件利率　府市制度利率"
"R_AUTHRSN1613","R_AUTHRSN",34,"1613","案件利率　府市制度利","案件利率　府市制度利率"
"R_AUTHRSN1614","R_AUTHRSN",35,"1614","案件利率　府市制度利","案件利率　府市制度利率"
"R_AUTHRSN1615","R_AUTHRSN",112,"1615","協会保証","協会保証"
"R_AUTHRSN1616","R_AUTHRSN",113,"1616","協会保証","協会保証"
"R_AUTHRSN1617","R_AUTHRSN",114,"1617","協会保証","協会保証"
"R_AUTHRSN1618","R_AUTHRSN",115,"1618","協会保証","協会保証"
"R_AUTHRSN1619","R_AUTHRSN",139,"1619","協会全額保証","協会全額保証"
"R_AUTHRSN1701","R_AUTHRSN",36,"1701","ビジネスローン条件変","ビジネスローン条件変更"
"R_AUTHRSN1702","R_AUTHRSN",37,"1702","ビジネスローン金額","ビジネスローン金額"
"R_AUTHRSN1703","R_AUTHRSN",38,"1703","ビジネスローン金額","ビジネスローン金額"
"R_AUTHRSN1801","R_AUTHRSN",39,"1801","その他稟議　稟議内訳","その他稟議　稟議内訳"
"R_AUTHRSN1802","R_AUTHRSN",40,"1802","その他稟議　稟議内訳","その他稟議　稟議内訳"
"R_AUTHRSN1803","R_AUTHRSN",116,"1803","極度保証人","極度保証人"
"R_AUTHRSN2001","R_AUTHRSN",41,"2001","職員貸付","職員貸付"
"R_AUTHRSN2101","R_AUTHRSN",42,"2101","住宅利率引上げ","住宅利率引上げ"
"R_AUTHRSN2201","R_AUTHRSN",43,"2201","金利変動区分変更","金利変動区分変更"
"R_AUTHRSN2301","R_AUTHRSN",44,"2301","元金返済日繰延","元金返済日繰延"
"R_AUTHRSN2401","R_AUTHRSN",45,"2401","債務保証期間短縮","債務保証期間短縮"
"R_AUTHRSN2402","R_AUTHRSN",46,"2402","条件変更　利率変更の","条件変更　利率変更のみ"
"R_AUTHRSN2403","R_AUTHRSN",47,"2403","条件変更　利率変更の","条件変更　利率変更のみ"
"R_AUTHRSN2404","R_AUTHRSN",48,"2404","外為申請額","外為申請額"
"R_AUTHRSN2406","R_AUTHRSN",49,"2406","外為専決申請","外為専決申請"
"R_AUTHRSN2501","R_AUTHRSN",50,"2501","住宅ローン金額","住宅ローン金額"
"R_AUTHRSN2502","R_AUTHRSN",51,"2502","住宅ローン期間","住宅ローン期間"
"R_AUTHRSN2503","R_AUTHRSN",52,"2503","住宅ローン変動利幅","住宅ローン変動利幅"
"R_AUTHRSN2504","R_AUTHRSN",53,"2504","住宅ローン固選利率","住宅ローン固選利率"
"R_AUTHRSN2505","R_AUTHRSN",54,"2505","住宅ローン固選変動利","住宅ローン固選変動利幅"
"R_AUTHRSN2506","R_AUTHRSN",55,"2506","住宅ローン固選固定利","住宅ローン固選固定利幅"
"R_AUTHRSN2507","R_AUTHRSN",56,"2507","住宅ローン固定公的つ","住宅ローン固定公的つなぎ"
"R_AUTHRSN2508","R_AUTHRSN",57,"2508","住宅ローン固定","住宅ローン固定"
"R_AUTHRSN2509","R_AUTHRSN",58,"2509","住宅ローン固定","住宅ローン固定"
"R_AUTHRSN2510","R_AUTHRSN",127,"2510","住宅ローン中信ローン","住宅ローン中信ローン保証"
"R_AUTHRSN2511","R_AUTHRSN",128,"2511","住宅ローン団信","住宅ローン団信"
"R_AUTHRSN2512","R_AUTHRSN",129,"2512","住宅ローン一括実行扱","住宅ローン一括実行扱い"
"R_AUTHRSN2513","R_AUTHRSN",130,"2513","住宅ローン提携業者","住宅ローン提携業者"
"R_AUTHRSN2514","R_AUTHRSN",131,"2514","住宅ローン事業性融資","住宅ローン事業性融資"
"R_AUTHRSN2515","R_AUTHRSN",132,"2515","住宅ローン実行後残高","住宅ローン実行後残高"
"R_AUTHRSN2516","R_AUTHRSN",133,"2516","住宅ローン融資期間","住宅ローン融資期間"
"R_AUTHRSN2517","R_AUTHRSN",134,"2517","住宅ローン利率・利幅","住宅ローン利率・利幅"
"R_AUTHRSN2518","R_AUTHRSN",135,"2518","住宅ローン債務者年齢","住宅ローン債務者年齢超過"
"R_AUTHRSN2519","R_AUTHRSN",136,"2519","住宅ローンレートダウ","住宅ローンレートダウン"
"R_AUTHRSN2520","R_AUTHRSN",137,"2520","住宅ローン専決","住宅ローン専決"
"R_AUTHRSN2521","R_AUTHRSN",138,"2521","住宅ローンリテール金","住宅ローンリテール金利決裁条件付承認"
"R_AUTHRSN2522","R_AUTHRSN",140,"2522","住宅ローン据置・減額","住宅ローン据置・減額・延長以外の項目変更"
"R_AUTHRSN2523","R_AUTHRSN",141,"2523","住宅ローン据置・減額","住宅ローン据置・減額・延長以外"
"R_AUTHRSN2601","R_AUTHRSN",59,"2601","割引　一般貸","割引　一般貸"
"R_AUTHRSN2602","R_AUTHRSN",60,"2602","割引　極度額内","割引　極度額内"
"R_AUTHRSN2603","R_AUTHRSN",61,"2603","割引　極度額超","割引　極度額超"
"R_AUTHRSN2801","R_AUTHRSN",62,"2801","手貸　一般貸","手貸　一般貸"
"R_AUTHRSN2802","R_AUTHRSN",63,"2802","手貸　極度額内","手貸　極度額内"
"R_AUTHRSN2803","R_AUTHRSN",64,"2803","手貸　極度額超","手貸　極度額超"
"R_AUTHRSN2804","R_AUTHRSN",65,"2804","外為与信（輸出）　一","外為与信（輸出）　一般貸"
"R_AUTHRSN2805","R_AUTHRSN",66,"2805","外為与信（輸出）　極","外為与信（輸出）　極度額内"
"R_AUTHRSN2806","R_AUTHRSN",67,"2806","外為与信（輸出）　極","外為与信（輸出）　極度額超"
"R_AUTHRSN2807","R_AUTHRSN",68,"2807","外為与信（輸入）　一","外為与信（輸入）　一般貸"
"R_AUTHRSN2808","R_AUTHRSN",69,"2808","外為与信（輸入）　極","外為与信（輸入）　極度額内"
"R_AUTHRSN2809","R_AUTHRSN",70,"2809","外為与信（輸入）　極","外為与信（輸入）　極度額超"
"R_AUTHRSN2901","R_AUTHRSN",71,"2901","案件利率　府市制度利","案件利率　府市制度利率"
"R_AUTHRSN2902","R_AUTHRSN",72,"2902","案件利率　変動利幅","案件利率　変動利幅"
"R_AUTHRSN2903","R_AUTHRSN",73,"2903","案件利率　変動利幅","案件利率　変動利幅"
"R_AUTHRSN2904","R_AUTHRSN",74,"2904","案件利率　固定住宅買","案件利率　固定住宅買替"
"R_AUTHRSN2905","R_AUTHRSN",75,"2905","案件利率　固定公的つ","案件利率　固定公的つなぎ"
"R_AUTHRSN2907","R_AUTHRSN",76,"2907","案件利率　固定住宅","案件利率　固定住宅"
"R_AUTHRSN2908","R_AUTHRSN",77,"2908","案件利率　固定住宅以","案件利率　固定住宅以外"
"R_AUTHRSN2909","R_AUTHRSN",78,"2909","案件利率　固選利率","案件利率　固選利率"
"R_AUTHRSN2910","R_AUTHRSN",79,"2910","案件利率　固選変動利","案件利率　固選変動利幅"
"R_AUTHRSN2911","R_AUTHRSN",80,"2911","案件利率　固選固定利","案件利率　固選固定利幅"
"R_AUTHRSN2912","R_AUTHRSN",81,"2912","案件利率　固選利率","案件利率　固選利率"
"R_AUTHRSN2913","R_AUTHRSN",82,"2913","案件利率　固選変動利","案件利率　固選変動利幅"
"R_AUTHRSN2914","R_AUTHRSN",83,"2914","案件利率　固選固定利","案件利率　固選固定利幅"
"R_AUTHRSN2915","R_AUTHRSN",84,"2915","案件利率　その他","案件利率　その他"
"R_AUTHRSN2916","R_AUTHRSN",85,"2916","案件利率 TIBOR","案件利率 TIBOR"
"R_AUTHRSN3001","R_AUTHRSN",86,"3001","期間　長プラ都度","期間　長プラ都度"
"R_AUTHRSN3002","R_AUTHRSN",87,"3002","期間　運転","期間　運転"
"R_AUTHRSN3003","R_AUTHRSN",88,"3003","期間　設備","期間　設備"
"R_AUTHRSN3004","R_AUTHRSN",89,"3004","期間　消費","期間　消費"
"R_AUTHRSN3101","R_AUTHRSN",90,"3101","本部　外為","本部　外為"
"R_AUTHRSN3102","R_AUTHRSN",91,"3102","本部　債務者区分","本部　債務者区分"
"R_AUTHRSN3103","R_AUTHRSN",92,"3103","本部　割手不渡残高","本部　割手不渡残高"
"R_AUTHRSN3104","R_AUTHRSN",93,"3104","本部　協会保証流用","本部　協会保証流用"
"R_AUTHRSN3201","R_AUTHRSN",94,"3201","住宅変動　金利変更","住宅変動　金利変更"
"R_AUTHRSN3301","R_AUTHRSN",95,"3301","表債","表債"
"R_AUTHRSN3501","R_AUTHRSN",96,"3501","新規案件","新規案件"
"R_AUTHRSN3601","R_AUTHRSN",97,"3601","保全　担保不足","保全　担保不足"
"R_AUTHRSN3602","R_AUTHRSN",98,"3602","保全　その他担保","保全　その他担保"
"R_AUTHRSN3701","R_AUTHRSN",99,"3701","関連者　債務者区分","関連者　債務者区分"
"R_AUTHRSN3702","R_AUTHRSN",100,"3702","関連者　不渡り","関連者　不渡り"
"R_AUTHRSN3703","R_AUTHRSN",101,"3703","関連者　延滞","関連者　延滞"
"R_AUTHRSN3801","R_AUTHRSN",102,"3801","関連者　表債","関連者　表債"
"R_AUTHRSN3901","R_AUTHRSN",103,"3901","関連者保全　担保不足","関連者保全　担保不足"
"R_AUTHRSN3902","R_AUTHRSN",104,"3902","関連者保全　その他担","関連者保全　その他担保"
"R_AUTHRSN4001","R_AUTHRSN",105,"4001","本部該当理由なし","本部該当理由なし"
"R_AUTHRSN4101","R_AUTHRSN",106,"4101","条件付承認稟議","条件付承認稟議"
"R_AUTHRSN4201","R_AUTHRSN",107,"4201","再申請 返済条件変更","再申請 返済条件変更"
"R_AUTHRSN4202","R_AUTHRSN",108,"4202","再申請 返済条件変更","再申請 返済条件変更"
"R_AUTHRSN4203","R_AUTHRSN",109,"4203","固定金利 通期利幅戻","固定金利 通期利幅戻"
"R_AUTHRSN4204","R_AUTHRSN",110,"4204","内入れ戻し","内入れ戻し"
"R_AUTHRSN4205","R_AUTHRSN",111,"4205","レートダウン本申請","レートダウン本申請"
"R_AUTHRSN4301","R_AUTHRSN",117,"4301","債務者区分","債務者区分"
"R_AUTHRSN4302","R_AUTHRSN",118,"4302","関連者　債務者区分","関連者　債務者区分"
"R_AUTHRSN4401","R_AUTHRSN",119,"4401","極度期限延長","極度期限延長"
"R_AUTHRSN4402","R_AUTHRSN",120,"4402","極度期限延長","極度期限延長"
"R_AUTHRSN4403","R_AUTHRSN",121,"4403","極度期限延長","極度期限延長"
"R_AUTHRSN4404","R_AUTHRSN",122,"4404","極度期限延長","極度期限延長"
"R_AUTHRSN4501","R_AUTHRSN",123,"4501","保全充足先","保全充足先"
"R_AUTHRSN4502","R_AUTHRSN",124,"4502","保全充足先","保全充足先"
"R_AUTHRSN4503","R_AUTHRSN",125,"4503","保全充足先","保全充足先"
"R_AUTHRSN4504","R_AUTHRSN",126,"4504","保全充足先","保全充足先"
"R_CLAIMINFO1","R_CLAIMINFO",1,"1","変","変動金利"
"R_CLAIMINFO2","R_CLAIMINFO",2,"2","保","特定保証人"
"R_CLAIMINFO3","R_CLAIMINFO",3,"3","禁","禁止表示"
"R_CLAIMINFO4","R_CLAIMINFO",4,"4","代","代弁表示"
"R_CLAIMINFO5","R_CLAIMINFO",5,"5","償","償却予定表示"
"R_CLAIMINFO6","R_CLAIMINFO",6,"6","延","延滞表示"
"R_CLAIMINFO7","R_CLAIMINFO",7,"7","協","協会協調融資"
"R_CLAIMINFO8","R_CLAIMINFO",8,"8","違","違約金条項対象口座"
"R_COMMSIONDIV1","R_COMMSIONDIV",1,"1","不要","不要"
"R_CONFIRM1","R_CONFIRM",1,"1","済","済"
"R_CONFIRM2","R_CONFIRM",2,"2","未済","未済"
"R_CURRENCY1","R_CURRENCY",1,"1","米ドル","米ドル　ＵＳＤ"
"R_CURRENCY10","R_CURRENCY",10,"11","デンマーク・クローネ","デンマーク・クローネ　ＤＫＲ"
"R_CURRENCY11","R_CURRENCY",11,"13","ノルウェー・クローネ","ノルウェー・クローネ　ＮＫＲ"
"R_CURRENCY16","R_CURRENCY",15,"15","オーストラリア・ドル","オーストラリア・ドル　ＡＵＤ"
"R_CURRENCY17","R_CURRENCY",16,"18","香港・ドル","香港・ドル　ＨＫＤ"
"R_CURRENCY18","R_CURRENCY",17,"23","シンガポール・ドル","シンガポール・ドル　ＳＧＤ"
"R_CURRENCY19","R_CURRENCY",18,"19","ﾆｭｰｼﾞｰﾗﾝﾄﾞ･ﾄﾞﾙ","ニュージーランド･ドル　ＮＺＤ"
"R_CURRENCY2","R_CURRENCY",2,"2","英ポンド","英ポンド　ＳＴＧ"
"R_CURRENCY24","R_CURRENCY",20,"21","インド・ルピー","インド・ルピー　ＩＮＲ"
"R_CURRENCY28","R_CURRENCY",21,"25","タイ・バーツ","タイ・バーツ　ＴＨＢ"
"R_CURRENCY3","R_CURRENCY",3,"4","スイス・フラン","スイス・フラン　ＳＦＲ"
"R_CURRENCY6","R_CURRENCY",6,"16","中国・元","中国・元　ＲＭＢ"
"R_CURRENCY7","R_CURRENCY",7,"3","カナダ・ドル","カナダ・ドル　ＣＡＤ"
"R_CURRENCY9","R_CURRENCY",9,"6","ｽｳｪｰﾃﾞﾝ･ｸﾛｰﾈ","スウェーデン･クローネ　ＳＫＲ"
"R_CURRENCY98","R_CURRENCY",22,"49","ユーロ","ユーロ　ＥＵＲ"
"R_CURRENCY99","R_CURRENCY",23,"50","円","円　ＹＥＮ"
"R_DANSHIN01","R_DANSHIN",1,"01","死亡、高度障害","死亡、高度障害"
"R_DANSHIN02","R_DANSHIN",2,"02","ガン保障付き","ガン保障付き"
"R_DANSHIN03","R_DANSHIN",3,"03","三大付き","三大付き"
"R_DANSHIN04","R_DANSHIN",4,"04","八大付き","八大付き"
"R_DANSHIN99","R_DANSHIN",5,"99","その他","その他"
"R_DANSINKBN1","R_DANSINKBN",1,"1","住宅","住宅"
"R_DANSINKBN2","R_DANSINKBN",2,"2","協会","協会"
"R_DANSINKBN3","R_DANSINKBN",3,"3","事業性","事業性"
"R_DEBTFORM1","R_DEBTFORM",1,"1","単独","単独"
"R_DEBTFORM2","R_DEBTFORM",2,"2","連帯","連帯"
"R_DEBTFORM3","R_DEBTFORM",3,"3","単独（複数建）","単独（複数建）"
"R_DEBTORGANIZ01","R_DEBTORGANIZ",1,"01","私的整理・廃業","私的整理・廃業"
"R_DEBTORGANIZ02","R_DEBTORGANIZ",2,"02","法的整理の開始決定","法的整理の開始決定"
"R_DEBTORGANIZ03","R_DEBTORGANIZ",3,"03","法的整理　弁護士取下","法的整理　代理人弁護士からの取下依頼"
"R_DEBTORGANIZ04","R_DEBTORGANIZ",4,"04","法的整理　本人取下","法的整理　本人からの取下依頼"
"R_DEBTORRELATE1","R_DEBTORRELATE",1,"1","代表者","債務者との関係 - 代表者"
"R_DEBTORRELATE2","R_DEBTORRELATE",2,"2","役員","債務者との関係 - 役員"
"R_DEBTORRELATE3","R_DEBTORRELATE",3,"3","社員","債務者との関係 - 社員"
"R_DEBTORRELATE4","R_DEBTORRELATE",4,"4","家族","債務者との関係 - 家族"
"R_DEBTORRELATE5","R_DEBTORRELATE",5,"5","関連会社","債務者との関係 - 関連会社"
"R_DEBTORRELATE6","R_DEBTORRELATE",6,"6","取引先","債務者との関係 - 取引先"
"R_DEBTORRELATE7","R_DEBTORRELATE",7,"7","第三者","債務者との関係 - 第三者"
"R_DOCUMENTKBN1","R_DOCUMENTKBN",1,"1","申込添付資料","融資申込添付資料"
"R_DOCUMENTKBN2","R_DOCUMENTKBN",2,"2","結果通知書","審査結果通知書"
"R_EXECBANK01","R_EXECBANK",1,"01","京都銀行","京都銀行"
"R_EXECBANK02","R_EXECBANK",2,"02","京都信用金庫","京都信用金庫"
"R_EXECBANK03","R_EXECBANK",3,"03","京都北都信用金庫","京都北都信用金庫"
"R_EXECBANK04","R_EXECBANK",4,"04","滋賀銀行","滋賀銀行"
"R_EXECBANK05","R_EXECBANK",5,"05","南都銀行","南都銀行"
"R_EXECBANK06","R_EXECBANK",6,"06","関西みらい銀行","関西みらい銀行"
"R_EXECBANK07","R_EXECBANK",7,"07","三井住友銀行","三井住友銀行"
"R_EXECBANK08","R_EXECBANK",8,"08","三菱UFJ銀行","三菱UFJ銀行"
"R_EXECBANK09","R_EXECBANK",9,"09","みずほ銀行","みずほ銀行"
"R_EXECBANK10","R_EXECBANK",10,"10","りそな銀行","りそな銀行"
"R_EXECBANK11","R_EXECBANK",11,"11","三井住友信託銀行","三井住友信託銀行"
"R_EXECBANK12","R_EXECBANK",12,"12","三菱UFJ信託銀行","三菱UFJ信託銀行"
"R_EXECBANK13","R_EXECBANK",13,"13","みずほ信託銀行","みずほ信託銀行"
"R_EXECBANK14","R_EXECBANK",14,"14","JA等(農協、漁協)","JA等(農協、漁協)"
"R_EXECBANK15","R_EXECBANK",15,"15","日本政策金融公庫","日本政策金融公庫"
"R_EXECBANK16","R_EXECBANK",16,"16","商工組合中央金庫","商工組合中央金庫"
"R_EXECBANK17","R_EXECBANK",17,"17","労働金庫(ろうきん)","労働金庫(ろうきん)"
"R_EXECBANK18","R_EXECBANK",18,"18","ネット銀行(各種)","ネット銀行(各種)"
"R_EXECBANK19","R_EXECBANK",19,"19","その他","その他"
"R_EXECBANK99","R_EXECBANK",20,"99","不明","不明"
"R_GUARANTEE1","R_GUARANTEE",1,"1","先払い","先払い"
"R_GUARANTEE2","R_GUARANTEE",2,"2","後払い","後払い"
"R_GUARANTEE3","R_GUARANTEE",3,"3","無し","無し"
"R_HENSAIHOU1","R_HENSAIHOU",1,"1","期日一括","期日一括"
"R_HENSAIHOU2","R_HENSAIHOU",2,"2","元金均等","元金均等"
"R_HENSAIHOU3","R_HENSAIHOU",3,"3","商担返済","商担返済"
"R_HENSAIHOU4","R_HENSAIHOU",4,"4","元利均等","元利均等"
"R_HENSAIHOU5","R_HENSAIHOU",5,"5","定型外返済","定型外返済"
"R_HENSAIHOU7","R_HENSAIHOU",99,"7","ステップ償還","ステップ償還"
"R_HENSAIHOU8","R_HENSAIHOU",6,"8","約定","約定"
"R_HENSAIHOU9","R_HENSAIHOU",7,"9","随時","随時"
"R_HININRIYU01","R_HININRIYU",1,"01","資金使途","否認理由-資金使途"
"R_HININRIYU02","R_HININRIYU",2,"02","返済財源","否認理由-返済財源"
"R_HININRIYU03","R_HININRIYU",2,"03","保全","否認理由-保全"
"R_HININRIYU99","R_HININRIYU",3,"99","その他","否認理由-その他"
"R_HONBUSYOKEN1","R_HONBUSYOKEN",1,"1","取締役会決裁","取締役会決裁"
"R_HONBUSYOKEN2","R_HONBUSYOKEN",2,"2","経営会議決裁","経営会議決裁"
"R_HONBUSYOKEN3","R_HONBUSYOKEN",3,"3","頭取決裁","頭取決裁"
"R_HONBUSYOKEN4","R_HONBUSYOKEN",4,"4","担当役員決裁","担当役員決裁"
"R_HONBUSYOKEN5","R_HONBUSYOKEN",5,"5","担当部長決裁","担当部長決裁"
"R_HONBUSYOKEN6","R_HONBUSYOKEN",8,"6","上席審査役決裁","上席審査役決裁"
"R_HONBUSYOKEN7","R_HONBUSYOKEN",9,"7","審査役決裁","審査役決裁"
"R_HONBUSYOKEN8","R_HONBUSYOKEN",6,"8","審査部決裁","審査部決裁"
"R_HONBUSYOKEN9","R_HONBUSYOKEN",7,"9","債権管理部決裁","債権管理部決裁"
"R_HOSYOKBN0","R_HOSYOKBN",1,"0","なし","なし"
"R_HOSYOKBN1","R_HOSYOKBN",1,"1","協会優先","協会優先"
"R_HOSYOKBN2","R_HOSYOKBN",2,"2","金庫優先","金庫優先"
"R_HOSYOKBN3","R_HOSYOKBN",3,"3","抵当権","抵当権"
"R_HOSYOKBN4","R_HOSYOKBN",4,"4","求償権","求償権"
"R_HOSYOKEISIKI1","R_HOSYOKEISIKI",1,"1","包括根保証","包括根保証"
"R_HOSYOKEISIKI2","R_HOSYOKEISIKI",2,"2","限定根保証","限定根保証"
"R_HOSYOKEISIKI3","R_HOSYOKEISIKI",3,"3","特定債務保証","特定債務保証"
"R_HOSYOKKNSYU01","R_HOSYOKKNSY",1,"01","保証協会","保証協会"
"R_HOSYOKKNSYU02","R_HOSYOKKNSY",2,"02","系列住宅保証会社","系列住宅保証会社"
